date,fafh,metro,cpi_all_us,federal_rate,core_state_rate,local_rate_max,multistate_avg_rate,mw_core_local,log_fafh,log_cpi_all_us,log_mw_core_local,log_mw_multistate,dlog_fafh,dlog_cpi_all_us,dlog_mw_core_local,dlog_mw_multistate,lead_dlog_mw_core,lag_dlog_mw_core,treated_core,month,year
2015-07-01,234.295,Los Angeles,238.654,7.25,9,10,9,10,5.45658100512386,5.475014804258436,2.302585092994046,2.1972245773362196,0.0019780963327109546,6.704491173525895e-5,0,0,0,0,0,7,2015
2015-08-01,234.608,Los Angeles,238.316,7.25,9,10,9,10,5.457916036234724,5.473597524108414,2.302585092994046,2.1972245773362196,0.001335031110863305,-0.001417280150021405,0,0,0,0,0,8,2015
2015-09-01,235.732,Los Angeles,237.945,7.25,9,10,9,10,5.462695566530731,5.4720395545285285,2.302585092994046,2.1972245773362196,0.004779530296007195,-0.001557969579885743,0,0,0,0,0,9,2015
2015-10-01,236.232,Los Angeles,237.838,7.25,9,10,9,10,5.46481437299502,5.471589769640023,2.302585092994046,2.1972245773362196,0.0021188064642894133,-4.497848885058886e-4,0,0,0,0,0,10,2015
2015-11-01,237.921,Los Angeles,237.336,7.25,9,10,9,10,5.471938685796489,5.469476858635799,2.302585092994046,2.1972245773362196,0.007124312801468413,-0.0021129110042235055,0,0,0,0,0,11,2015
2015-12-01,238.404,Los Angeles,236.525,7.25,9,10,9,10,5.473966713573927,5.466053910590508,2.302585092994046,2.1972245773362196,0.0020280277774382682,-0.0034229480452907524,0,0,0,0,0,12,2015
2016-01-01,240.923,Los Angeles,236.916,7.25,10,10,10,10,5.484477380364304,5.467705647930092,2.302585092994046,2.302585092994046,0.01051066679037671,0.001651737339583903,0,0.10536051565782634,0,0,0,1,2016
2016-02-01,242.695,Los Angeles,237.111,7.25,10,10,10,10,5.491805510954621,5.468528385921808,2.302585092994046,2.302585092994046,0.00732813059031745,8.227379917160604e-4,0,0,0,0,0,2,2016
2016-03-01,242.309,Los Angeles,238.132,7.25,10,10,10,10,5.490213771168976,5.472825141774361,2.302585092994046,2.302585092994046,-0.0015917397856455295,0.004296755852553069,0,0,0,0,0,3,2016
2016-04-01,242.399,Los Angeles,239.261,7.25,10,10,10,10,5.490585128774109,5.4775550062876475,2.302585092994046,2.302585092994046,3.7135760513340443e-4,0.004729864513286053,0,0,0,0,0,4,2016
2016-05-01,242.937,Los Angeles,240.229,7.25,10,10,10,10,5.4928021504677975,5.481592635081006,2.302585092994046,2.302585092994046,0.0022170216936885367,0.004037628793358117,0,0,0,0,0,5,2016
2016-06-01,243.144,Los Angeles,241.018,7.25,10,10,10,10,5.493653860419486,5.484871619498266,2.302585092994046,2.302585092994046,8.517099516884841e-4,0.0032789844172604887,0,0,0.048790164169431716,0,0,6,2016
2016-07-01,243.944,Los Angeles,240.628,7.25,10,10.5,10,10.5,5.496938690755444,5.4832521724967975,2.3513752571634776,2.302585092994046,0.0032848303359580555,-0.0016194470014685436,0.048790164169431716,0,0,0,1,7,2016
2016-08-01,243.992,Los Angeles,240.849,7.25,10,10.5,10,10.5,5.497135437870455,5.484170181105808,2.3513752571634776,2.302585092994046,1.9674711501060926e-4,9.180086090108119e-4,0,0,0,0.048790164169431716,0,8,2016
2016-09-01,244.226,Los Angeles,241.428,7.25,10,10.5,10,10.5,5.498094026115535,5.4865712919951,2.3513752571634776,2.302585092994046,9.585882450799943e-4,0.0024011108892914024,0,0,0,0,0,9,2016
2016-10-01,244.766,Los Angeles,241.729,7.25,10,10.5,10,10.5,5.500302652103327,5.487817263962557,2.3513752571634776,2.302585092994046,0.0022086259877927006,0.0012459719674575709,0,0,0,0,0,10,2016
2016-11-01,244.783,Los Angeles,241.353,7.25,10,10.5,10,10.5,5.500372103782349,5.486260592110044,2.3513752571634776,2.302585092994046,6.945167902205895e-5,-0.0015566718525130696,0,0,0,0,0,11,2016
2016-12-01,246.083,Los Angeles,241.432,7.25,10,10.5,10,10.5,5.505668877400315,5.486587859944402,2.3513752571634776,2.302585092994046,0.0052967736179656555,3.272678343577695e-4,0,0,0,0,0,12,2016
2017-01-01,247.162,Los Angeles,242.839,7.25,10,10.5,10,10.5,5.510043992084299,5.492398672316018,2.3513752571634776,2.302585092994046,0.004375114683983661,0.005810812371615626,0,0,0,0,0,1,2017
2017-02-01,249.263,Los Angeles,243.603,7.25,10,10.5,10,10.5,5.518508563951254,5.495539851030846,2.3513752571634776,2.302585092994046,0.008464571866955595,0.003141178714828108,0,0,0,0,0,2,2017
2017-03-01,249.274,Los Angeles,243.801,7.25,10,10.5,10,10.5,5.518552693073072,5.496352318761483,2.3513752571634776,2.302585092994046,4.41291218180595e-5,8.124677306371453e-4,0,0,0,0,0,3,2017
2017-04-01,251.573,Los Angeles,244.524,7.25,10,10.5,10,10.5,5.527733205872264,5.4993134636068,2.3513752571634776,2.302585092994046,0.009180512799191298,0.0029611448453170652,0,0,0,0,0,4,2017
2017-05-01,252.373,Los Angeles,244.733,7.25,10,10.5,10,10.5,5.530908151886395,5.500167820367001,2.3513752571634776,2.302585092994046,0.0031749460141314856,8.543567602012914e-4,0,0,0,0,0,5,2017
2017-06-01,252.4,Los Angeles,244.955,7.25,10,10.5,10,10.5,5.5310151306670585,5.501074520205302,2.3513752571634776,2.302585092994046,1.069787806633471e-4,9.066998383007174e-4,0,0,0.13353139262452274,0,0,6,2017
2017-07-01,254.81,Los Angeles,244.786,7.25,10,12,10,12,5.540518169395703,5.500384359460303,2.4849066497880004,2.302585092994046,0.009503038728644775,-6.901607449991687e-4,0.13353139262452274,0,0,0,1,7,2017
2017-08-01,255.075,Los Angeles,245.519,7.25,10,12,10,12,5.5415576195613685,5.503374337315242,2.4849066497880004,2.302585092994046,0.001039450165665201,0.002989977854939596,0,0,0,0.13353139262452274,0,8,2017
2017-09-01,255.15,Los Angeles,246.819,7.25,10,12,10,12,5.54185160750998,5.508655274481298,2.4849066497880004,2.302585092994046,2.939879486119068e-4,0.005280937166055821,0,0,0,0,0,9,2017
2017-10-01,255.903,Los Angeles,246.663,7.25,10,12,10,12,5.544798466426451,5.508023032554758,2.4849066497880004,2.302585092994046,0.0029468589164709513,-6.322419265405443e-4,0,0,0,0,0,10,2017
2017-11-01,256.297,Los Angeles,246.669,7.25,10,12,10,12,5.546336928268357,5.508047356944825,2.4849066497880004,2.302585092994046,0.0015384618419052032,2.4324390067498314e-5,0,0,0,0,0,11,2017
2017-12-01,256.623,Los Angeles,246.524,7.25,10,12,10,12,5.547608081835762,5.507459351826432,2.4849066497880004,2.302585092994046,0.0012711535674050367,-5.880051183932977e-4,0,0,0,0,0,12,2017
2018-01-01,257.892,Los Angeles,247.867,7.25,11,12,11,12,5.552540892631069,5.512892311987312,2.4849066497880004,2.3978952727983707,0.004932810795307496,0.005432960160880462,0,0.09531017980432477,0,0,0,1,2018
2018-02-01,258.638,Los Angeles,248.991,7.25,11,12,11,12,5.555429400631326,5.5174167512331636,2.4849066497880004,2.3978952727983707,0.002888508000256529,0.0045244392458512195,0,0,0,0,0,2,2018
2018-03-01,259.111,Los Angeles,249.554,7.25,11,12,11,12,5.557256541317605,5.519675324639091,2.4849066497880004,2.3978952727983707,0.001827140686279094,0.0022585734059274998,0,0,0,0,0,3,2018
2018-04-01,260.662,Los Angeles,250.546,7.25,11,12,11,12,5.563224548903645,5.523642536401024,2.4849066497880004,2.3978952727983707,0.005968007586040436,0.00396721176193271,0,0,0,0,0,4,2018
2018-05-01,260.832,Los Angeles,251.588,7.25,11,12,11,12,5.5638765219120465,5.527792828935278,2.4849066497880004,2.3978952727983707,6.519730084013631e-4,0.004150292534253808,0,0,0,0,0,5,2018
2018-06-01,261.902,Los Angeles,251.989,7.25,11,12,11,12,5.56797038798699,5.5293854357650485,2.4849066497880004,2.3978952727983707,0.004093866074943442,0.001592606829770915,0,0,0.09909090264423082,0,0,6,2018
2018-07-01,262.209,Los Angeles,252.006,7.25,11,13.25,11,13.25,5.569141895683304,5.52945289675179,2.583997552432231,2.3978952727983707,0.0011715076963136895,6.746098674170753e-5,0.09909090264423082,0,0,0,1,7,2018
2018-08-01,262.795,Los Angeles,252.146,7.25,11,13.25,11,13.25,5.571374260554271,5.530008284823636,2.583997552432231,2.3978952727983707,0.0022323648709674515,5.553880718460746e-4,0,0,0,0.09909090264423082,0,8,2018
2018-09-01,263.212,Los Angeles,252.439,7.25,11,13.25,11,13.25,5.572959791117014,5.531169635370845,2.583997552432231,2.3978952727983707,0.0015855305627425764,0.0011613505472087837,0,0,0,0,0,9,2018
2018-10-01,263.691,Los Angeles,252.885,7.25,11,13.25,11,13.25,5.574777963083977,5.532934839935874,2.583997552432231,2.3978952727983707,0.0018181719669634333,0.0017652045650287107,0,0,0,0,0,10,2018
2018-11-01,267.031,Los Angeles,252.038,7.25,11,13.25,11,13.25,5.587364756529515,5.529579869793997,2.583997552432231,2.3978952727983707,0.01258679344553748,-0.0033549701418769118,0,0,0,0,0,11,2018
2018-12-01,267.322,Los Angeles,251.233,7.25,11,13.25,11,13.25,5.58845392428479,5.526380795392588,2.583997552432231,2.3978952727983707,0.0010891677552757884,-0.0031990744014089856,0,0,0,0,0,12,2018
2019-01-01,270.248,Los Angeles,251.712,7.25,12,13.25,12,13.25,5.599340055936891,5.528285576809345,2.583997552432231,2.4849066497880004,0.01088613165210095,0.0019047814167567623,0,0.08701137698962969,0,0,0,1,2019
2019-02-01,270.343,Los Angeles,252.776,7.25,12,13.25,12,13.25,5.599691523131048,5.532503721057067,2.583997552432231,2.4849066497880004,3.514671941564629e-4,0.004218144247722044,0,0,0,0,0,2,2019
2019-03-01,270.937,Los Angeles,254.202,7.25,12,13.25,12,13.25,5.601886321529098,5.538129226545016,2.583997552432231,2.4849066497880004,0.002194798398050146,0.005625505487949489,0,0,0,0,0,3,2019
2019-04-01,273.686,Los Angeles,255.548,7.25,12,13.25,12,13.25,5.611981463843241,5.543410258926571,2.583997552432231,2.4849066497880004,0.010095142314143324,0.005281032381554418,0,0,0,0,0,4,2019
2019-05-01,274.293,Los Angeles,256.092,7.25,12,13.25,12,13.25,5.614196878113737,5.5455367549198344,2.583997552432231,2.4849066497880004,0.0022154142704957636,0.002126495993263866,0,0,0,0,0,5,2019
2019-06-01,274.377,Los Angeles,256.143,7.25,12,13.25,12,13.25,5.614503073096719,5.545735882274148,2.583997552432231,2.4849066497880004,3.0619498298189995e-4,1.9912735431315554e-4,0,0,0.0727593542824283,0,0,6,2019
2019-07-01,275.796,Los Angeles,256.571,7.25,12,14.25,12,14.25,5.619661461990794,5.547405429426817,2.6567569067146595,2.4849066497880004,0.005158388894074939,0.0016695471526695371,0.0727593542824283,0,0,0,1,7,2019
2019-08-01,276.171,Los Angeles,256.558,7.25,12,14.25,12,14.25,5.621020239083251,5.547354759907056,2.6567569067146595,2.4849066497880004,0.0013587770924567977,-5.066951976129275e-5,0,0,0,0.0727593542824283,0,8,2019
2019-09-01,278.875,Los Angeles,256.759,7.25,12,14.25,12,14.25,5.630763652752696,5.548137901748347,2.6567569067146595,2.4849066497880004,0.009743413669445644,7.83141841290913e-4,0,0,0,0,0,9,2019
2019-10-01,279.4,Los Angeles,257.346,7.25,12,14.25,12,14.25,5.632644446822861,5.550421482943192,2.6567569067146595,2.4849066497880004,0.0018807940701650594,0.0022835811948453966,0,0,0,0,0,10,2019
2019-11-01,279.237,Los Angeles,257.208,7.25,12,14.25,12,14.25,5.632060883597992,5.549885096078806,2.6567569067146595,2.4849066497880004,-5.83563224869188e-4,-5.363868643861736e-4,0,0,0,0,0,11,2019
2019-12-01,279.297,Los Angeles,256.974,7.25,12,14.25,12,14.25,5.632275731754884,5.5489749124622865,2.6567569067146595,2.4849066497880004,2.148481568919891e-4,-9.10183616519511e-4,0,0,0,0,0,12,2019
2020-01-01,283.693,Los Angeles,257.971,7.25,12,14.25,12,14.25,5.6478926675590415,5.55284717550314,2.6567569067146595,2.4849066497880004,0.01561693580415735,0.0038722630408534187,0,0,0,0,0,1,2020
2020-02-01,286.037,Los Angeles,258.678,7.25,12,14.25,12,14.25,5.656121173081565,5.555584044988274,2.6567569067146595,2.4849066497880004,0.0082285055225233,0.0027368694851341857,0,0,0,0,0,2,2020
2020-03-01,285.087,Los Angeles,258.115,7.25,12,14.25,12,14.25,5.652794396843228,5.553405222044751,2.6567569067146595,2.4849066497880004,-0.0033267762383371036,-0.0021788229435228956,0,0,0,0,0,3,2020
2020-04-01,286.872,Los Angeles,256.389,7.25,12,14.25,12,14.25,5.65903612324379,5.5466958224101415,2.6567569067146595,2.4849066497880004,0.0062417264005620865,-0.006709399634609703,0,0,0,0,0,4,2020
2020-05-01,287.618,Los Angeles,256.394,7.25,12,14.25,12,14.25,5.661633210814698,5.546715323836671,2.6567569067146595,2.4849066497880004,0.002597087570908485,1.950142652962228e-5,0,0,0,0,0,5,2020
2020-06-01,288.908,Los Angeles,257.797,7.25,12,14.25,12,14.25,5.666108298331439,5.5521724535095265,2.6567569067146595,2.4849066497880004,0.00447508751674075,0.0054571296728553875,0,0,0.05129329438755059,0,0,6,2020
2020-07-01,291.494,Los Angeles,259.101,7.25,12,15,12,15,5.675019422388316,5.557217947074317,2.70805020110221,2.4849066497880004,0.008911124056877107,0.005045493564790782,0.05129329438755059,0,0,0,1,7,2020
2020-08-01,291.598,Los Angeles,259.918,7.25,12,15,12,15,5.675376141400419,5.560366196655956,2.70805020110221,2.4849066497880004,3.5671901210321266e-4,0.003148249581638396,0,0,0,0.05129329438755059,0,8,2020
2020-09-01,293.217,Los Angeles,260.28,7.25,12,15,12,15,5.680912949232078,5.561757974626783,2.70805020110221,2.4849066497880004,0.005536807831658663,0.0013917779708272349,0,0,0,0,0,9,2020
2020-10-01,293.824,Los Angeles,260.388,7.25,12,15,12,15,5.682980948626757,5.562172826323254,2.70805020110221,2.4849066497880004,0.0020679993946792763,4.148516964708193e-4,0,0,0,0,0,10,2020
2020-11-01,294.116,Los Angeles,260.229,7.25,12,15,12,15,5.6839742473443415,5.561562012596681,2.70805020110221,2.4849066497880004,9.932987175842456e-4,-6.108137265723457e-4,0,0,0,0,0,11,2020
2020-12-01,294.816,Los Angeles,260.474,7.25,12,15,12,15,5.6863514329265215,5.5625030481508455,2.70805020110221,2.4849066497880004,0.0023771855821799193,9.41035554164138e-4,0,0,0,0,0,12,2020
2021-01-01,296.186,Los Angeles,261.582,7.25,13,15,13,15,5.690987635355413,5.566747809876261,2.70805020110221,2.5649493574615367,0.004636202428891956,0.004244761725415103,0,0.08004270767353638,0,0,0,1,2021
2021-02-01,294.972,Los Angeles,263.014,7.25,13,15,13,15,5.686880436580845,5.572207262700159,2.70805020110221,2.5649493574615367,-0.0041071987745686656,0.005459452823898481,0,0,0,0,0,2,2021
2021-03-01,296.916,Los Angeles,264.877,7.25,13,15,13,15,5.6934492705164095,5.579265567291434,2.70805020110221,2.5649493574615367,0.006568833935564733,0.007058304591274656,0,0,0,0,0,3,2021
2021-04-01,298.823,Los Angeles,267.054,7.25,13,15,13,15,5.6998514248611984,5.587450885142054,2.70805020110221,2.5649493574615367,0.006402154344788968,0.0081853178506206,0,0,0,0,0,4,2021
2021-05-01,300.175,Los Angeles,269.195,7.25,13,15,13,15,5.704365637916782,5.595436024046819,2.70805020110221,2.5649493574615367,0.004514213055583305,0.00798513890476471,0,0,0,0,0,5,2021
2021-06-01,300.127,Los Angeles,271.696,7.25,13,15,13,15,5.704205718409259,5.604683794203946,2.70805020110221,2.5649493574615367,-1.5991950752258788e-4,0.009247770157126745,0,0,0,0,0,6,2021
2021-07-01,300.355,Los Angeles,273.003,7.25,13,15,13,15,5.7049651084024875,5.60948278413557,2.70805020110221,2.5649493574615367,7.593899932283321e-4,0.004798989931623865,0,0,0,0,0,7,2021
2021-08-01,303.98,Los Angeles,273.567,7.25,13,15,13,15,5.716961909768315,5.61154656443885,2.70805020110221,2.5649493574615367,0.011996801365827814,0.0020637803032803603,0,0,0,0,0,8,2021
2021-09-01,305.459,Los Angeles,274.31,7.25,13,15,13,15,5.721815563385877,5.614258853713599,2.70805020110221,2.5649493574615367,0.004853653617561626,0.002712289274748869,0,0,0,0,0,9,2021
2021-10-01,311.173,Los Angeles,276.589,7.25,13,15,13,15,5.7403490276148394,5.622532649820921,2.70805020110221,2.5649493574615367,0.018533464228962515,0.008273796107322262,0,0,0,0,0,10,2021
2021-11-01,312.056,Los Angeles,277.948,7.25,13,15,13,15,5.7431826588830726,5.627434045834824,2.70805020110221,2.5649493574615367,0.0028336312682331055,0.004901396013902826,0,0,0,0,0,11,2021
2021-12-01,312.385,Los Angeles,278.802,7.25,13,15,13,15,5.744236401447839,5.630501852461786,2.70805020110221,2.5649493574615367,0.0010537425647667575,0.003067806626962266,0,0,0,0,0,12,2021
2022-01-01,315.065,Los Angeles,281.148,7.25,14,15,14,15,5.752778966744913,5.638881221072503,2.70805020110221,2.6390573296152584,0.008542565297073423,0.008379368610716753,0,0.07410797215372167,0,0,0,1,2022
2022-02-01,312.864,Los Angeles,283.716,7.25,14,15,14,15,5.745768591323261,5.6479737378276225,2.70805020110221,2.6390573296152584,-0.007010375421652171,0.009092516755119462,0,0,0,0,0,2,2022
2022-03-01,312.426,Los Angeles,287.504,7.25,14,15,14,15,5.744367641134909,5.661236773184098,2.70805020110221,2.6390573296152584,-0.001400950188351402,0.013263035356475328,0,0,0,0,0,3,2022
2022-04-01,314.422,Los Angeles,289.109,7.25,14,15,14,15,5.750736032661654,5.666803779634244,2.70805020110221,2.6390573296152584,0.00636839152674451,0.005567006450146295,0,0,0,0,0,4,2022
2022-05-01,316.88,Los Angeles,292.296,7.25,14,15,14,15,5.758523153313662,5.677766987452919,2.70805020110221,2.6390573296152584,0.007787120652007928,0.010963207818674547,0,0,0,0,0,5,2022
2022-06-01,318.245,Los Angeles,296.311,7.25,14,15,14,15,5.762821526395009,5.691409578426364,2.70805020110221,2.6390573296152584,0.004298373081347506,0.013642590973445223,0,0,0,0,0,6,2022
2022-07-01,319.227,Los Angeles,296.276,7.25,14,15,14,15,5.765902448464586,5.691291452311412,2.70805020110221,2.6390573296152584,0.0030809220695768857,-1.1812611495187753e-4,0,0,0,0,0,7,2022
2022-08-01,321.602,Los Angeles,296.171,7.25,14,15,14,15,5.773314756190946,5.690936990220797,2.70805020110221,2.6390573296152584,0.007412307726360368,-3.544620906152929e-4,0,0,0,0,0,8,2022
2022-09-01,323.031,Los Angeles,296.808,7.25,14,15,14,15,5.777748293849527,5.693085465107866,2.70805020110221,2.6390573296152584,0.004433537658580455,0.0021484748870692627,0,0,0,0,0,9,2022
2022-10-01,325.274,Los Angeles,298.012,7.25,14,15,14,15,5.784667904063086,5.697133754151028,2.70805020110221,2.6390573296152584,0.006919610213559579,0.004048289043161901,0,0,0,0,0,10,2022
2022-11-01,326.801,Los Angeles,297.711,7.25,14,15,14,15,5.7893514229566865,5.6961232172887115,2.70805020110221,2.6390573296152584,0.0046835188936000804,-0.0010105368623163358,0,0,0,0,0,11,2022
2022-12-01,330.302,Los Angeles,296.797,7.25,14,15,14,15,5.800007387479835,5.693048403425429,2.70805020110221,2.6390573296152584,0.01065596452314832,-0.003074813863282344,0,0,0.03278982282299081,0,0,12,2022
2023-01-01,331.98,Los Angeles,299.17,7.25,15.5,15,15.5,15.5,5.8050747261380735,5.701011973693533,2.740840023925201,2.740840023925201,0.005067338658238718,0.007963570268104014,0.03278982282299081,0.10178269430994247,0,0,1,1,2023
2023-02-01,333.904,Los Angeles,300.84,7.25,15.5,15,15.5,15.5,5.810853526512474,5.706578561958202,2.740840023925201,2.740840023925201,0.0057788003744008165,0.005566588264668937,0,0,0,0.03278982282299081,0,2,2023
2023-03-01,336.738,Los Angeles,301.836,7.25,15.5,15,15.5,15.5,5.819305179911666,5.709883823514177,2.740840023925201,2.740840023925201,0.008451653399191628,0.003305261555975214,0,0,0,0,0,3,2023
2023-04-01,339.214,Los Angeles,303.363,7.25,15.5,15,15.5,15.5,5.826631176650923,5.714930108258265,2.740840023925201,2.740840023925201,0.007325996739257157,0.00504628474408797,0,0,0,0,0,4,2023
2023-05-01,339.551,Los Angeles,304.127,7.25,15.5,15,15.5,15.5,5.827624156629827,5.717445377325384,2.740840023925201,2.740840023925201,9.929799789034632e-4,0.0025152690671186306,0,0,0,0,0,5,2023
2023-06-01,340.405,Los Angeles,305.109,7.25,15.5,15,15.5,15.5,5.830136085192987,5.720669089812625,2.740840023925201,2.740840023925201,0.002511928563160737,0.0032237124872409595,0,0,0,0,0,6,2023
2023-07-01,341.524,Los Angeles,305.691,7.25,15.5,15,15.5,15.5,5.833417954725929,5.722574787835338,2.740840023925201,2.740840023925201,0.003281869532941961,0.0019056980227132314,0,0,0,0,0,7,2023
2023-08-01,341.505,Los Angeles,307.026,7.25,15.5,15,15.5,15.5,5.833362320192095,5.7269324345549,2.740840023925201,2.740840023925201,-5.563453383405914e-5,0.004357646719562069,0,0,0,0,0,8,2023
2023-09-01,343.02,Los Angeles,307.789,7.25,15.5,15,15.5,15.5,5.837788754503935,5.729414483274302,2.740840023925201,2.740840023925201,0.004426434311839422,0.0024820487194014973,0,0,0,0,0,9,2023
2023-10-01,343.491,Los Angeles,307.671,7.25,15.5,15,15.5,15.5,5.839160910445793,5.729031030242599,2.740840023925201,2.740840023925201,0.0013721559418584661,-3.8345303170306266e-4,0,0,0,0,0,10,2023
2023-11-01,345.277,Los Angeles,307.051,7.25,15.5,15,15.5,15.5,5.844346993431468,5.7270138575686715,2.740840023925201,2.740840023925201,0.005186082985674467,-0.0020171726739270923,0,0,0,0,0,11,2023
2023-12-01,349.499,Los Angeles,306.746,7.25,15.5,15,15.5,15.5,5.856500700439443,5.7260200435712,2.740840023925201,2.740840023925201,0.012153707007975356,-9.938139974714488e-4,0,0,0.03174869831458027,0,0,12,2023
2024-01-01,350.233,Los Angeles,308.417,7.25,16,15,16,16,5.858598647279712,5.731452763386548,2.772588722239781,2.772588722239781,0.0020979468402693158,0.005432719815347653,0.03174869831458027,0.03174869831458027,0,0,1,1,2024
2024-02-01,350.514,Los Angeles,310.326,7.25,16,15,16,16,5.859400648615606,5.737623357824919,2.772588722239781,2.772588722239781,8.020013358933653e-4,0.006170594438371424,0,0,0,0.03174869831458027,0,2,2024
2024-03-01,349.575,Los Angeles,312.332,7.25,16,15,16,16,5.8567181309269145,5.744066724617764,2.772588722239781,2.772588722239781,-0.0026825176886910995,0.006443366792844962,0,0,0,0,0,3,2024
2024-04-01,355.156,Los Angeles,313.548,7.25,16,15,16,16,5.872557129571139,5.747952458400675,2.772588722239781,2.772588722239781,0.015838998644224667,0.003885733782911238,0,0,0,0,0,4,2024
2024-05-01,354.603,Los Angeles,314.069,7.25,16,15,16,16,5.870998853841207,5.749612706990738,2.772588722239781,2.772588722239781,-0.0015582757299323902,0.0016602485900625297,0,0,0,0,0,5,2024
2024-06-01,358.065,Los Angeles,314.175,7.25,16,15,16,16,5.880714534165717,5.7499501555012085,2.772588722239781,2.772588722239781,0.009715680324510423,3.3744851047057267e-4,0,0,0,0,0,6,2024
2024-07-01,358.686,Los Angeles,314.54,7.25,16,15,16,16,5.882447353946612,5.75111125406258,2.772588722239781,2.772588722239781,0.0017328197808943457,0.0011610985613712543,0,0,0,0,0,7,2024
2024-08-01,358.273,Los Angeles,314.796,7.25,16,15,16,16,5.881295265624458,5.751924809982215,2.772588722239781,2.772588722239781,-0.0011520883221534106,8.135559196356112e-4,0,0,0,0,0,8,2024
2024-09-01,359.542,Los Angeles,315.301,7.25,16,15,16,16,5.884830999266201,5.753527738128605,2.772588722239781,2.772588722239781,0.0035357336417431995,0.0016029281463900702,0,0,0,0,0,9,2024
2024-10-01,360.703,Los Angeles,315.664,7.25,16,15,16,16,5.888054905035982,5.754678356752613,2.772588722239781,2.772588722239781,0.0032239057697802664,0.001150618624008004,0,0,0,0,0,10,2024
2024-11-01,363.021,Los Angeles,315.493,7.25,16,15,16,16,5.894460683831202,5.754136494730378,2.772588722239781,2.772588722239781,0.006405778795220307,-5.418620222350512e-4,0,0,0,0,0,11,2024
2024-12-01,363.688,Los Angeles,315.605,7.25,16,15,16,16,5.896296357222611,5.75449143168526,2.772588722239781,2.772588722239781,0.0018356733914091095,3.5493695488142407e-4,0,0,0.030771658666753687,0,0,12,2024
2025-01-01,365.785,Los Angeles,317.671,7.25,16.5,15,16.5,16.5,5.90204572910178,5.761016256026316,2.803360380906535,2.803360380906535,0.0057493718791690185,0.006524824341056501,0.030771658666753687,0.030771658666753687,0,0,1,1,2025
2025-02-01,367.215,Los Angeles,319.082,7.25,16.5,15,16.5,16.5,5.905947507585212,5.765448123043844,2.803360380906535,2.803360380906535,0.0039017784834323166,0.004431867017527402,0,0,0,0.030771658666753687,0,2,2025
2025-03-01,368.451,Los Angeles,319.799,7.25,16.5,15,16.5,16.5,5.909307731281791,5.767692673440618,2.803360380906535,2.803360380906535,0.0033602236965784016,0.002244550396774514,0,0,0,0,0,3,2025
2025-04-01,373.867,Los Angeles,320.795,7.25,16.5,15,16.5,16.5,5.923900119195271,5.770802289835983,2.803360380906535,2.803360380906535,0.014592387913480387,0.0031096163953652223,0,0,0,0,0,4,2025
2025-05-01,373.662,Los Angeles,321.465,7.25,16.5,15,16.5,16.5,5.9233516454768225,5.772888673054749,2.803360380906535,2.803360380906535,-5.484737184486832e-4,0.0020863832187654197,0,0,0,0,0,5,2025
2025-06-01,375.175,Los Angeles,322.561,7.25,16.5,15,16.5,16.5,5.927392583782053,5.776292265636556,2.803360380906535,2.803360380906535,0.004040938305230668,0.0034035925818072243,0,0,0,0,0,6,2025
2025-07-01,375.056,Los Angeles,323.048,7.25,16.5,15,16.5,16.5,5.927075348154632,5.777800918992904,2.803360380906535,2.803360380906535,-3.1723562742147493e-4,0.0015086533563479776,0,0,0,0,0,7,2025
